rank,domain,category,fit_score,composite_score,domain_rating_estimate,dr_label,recent_article_date,recent_article_url,recent_article_title,doelgroep_match,doelgroep_omschrijving,fit_motivation,pitch_angle,submission_proces_hint,submission_url_hint,first_impression,source_query,verified_via,agent_id
185,smarthealth.works,C16,4,0.53,LOW (DR <30),estimated,2025-2026,https://www.smarthealth.works/,AFAS Digital detox programma (nov 2025 - feb 2026),werkgever,"Werkgevers en HR-managers die vitaliteit, leefstijl en digitale balans voor medewerkers willen versterken.",Vitaliteits-/leefstijl-platform met expliciete werkgever-focus en partner-content (AFAS); thematisch zeer passend bij zenuwstelsel/stress-thema.,Digitale detox in 2026: hoe ontregeling van het zenuwstelsel ontstaat door schermen en hoe HR kan helpen reguleren.,pitch via redactie,niet gevonden,Werkstress-platform met blog gericht op werkgevers.,stress werkgever blog,WebSearch,C
186,afas.nl,C1|C10,3,0.525,HIGH (DR 60+),estimated,2025,https://www.afas.nl/blog/wat-is-ravijnjaar-2026,Ravijnjaar 2026 voor gemeenten en provincies | AFAS ERP,HR,"AFAS software-klanten, HR/finance-professionals en MKB-werkgevers die ERP/HR-software gebruiken.",AFAS publiceert HR/inzetbaarheid-content maar het blog is sterk corporate en productgericht; gastauteurs zijn niet evident.,Praktische tools voor HR-managers om zenuwstelselregulatie te integreren in verzuimprotocollen en preventiebeleid.,geen info gevonden,niet gevonden,AFAS blog/kennisbank met HR en duurzame inzetbaarheid content.,duurzame inzetbaarheid kennisbank,WebSearch,F
187,amersfoortse.nl,C16,3,0.525,HIGH (DR 60+),estimated,niet gevonden,https://www.amersfoortse.nl/blog,Blogoverzichtpagina,ondernemer,Zelfstandige ondernemers en MKB-werkgevers die zich verzekeren tegen arbeidsongeschiktheid en zoeken naar tips over werk-balans.,Verzekeraar publiceert content over verzuim/preventie voor zzp/MKB — sterke thema-match maar gastauteurs zelden welkom op corporate blog.,Zenuwstelsel-regulatie als preventie van AOV-claims: praktische tips voor zelfstandigen om burn-out voor te zijn.,pitch via redactie,niet gevonden,Verzekeraar De Amersfoortse met werkgeversblog over slaap en mindful werken.,slaaptips werkgever blog,WebSearch,B
188,bouwendnederland.nl,C15,3,0.525,HIGH (DR 60+),estimated,2025,https://www.bouwendnederland.nl/nieuws/algemeen/nieuwe-cao-voor-uitzendkrachten-vanaf-1-januari-2026,Nieuwe cao voor uitzendkrachten vanaf 1 januari 2026,werkgever,Bouw- en infra-werkgevers en HR/arbo in de bouwsector (brancheorganisatie).,Sterk brancheplatform met werkgevers in bouw — verzuim is een onderwerp maar de site is overwegend gericht op subsidies/cao en minder op gastblogs.,Bouwvakkers in de overlevingsstand: hoe werkgevers zenuwstelsel-stress herkennen voordat verzuim toeslaat.,geen info gevonden,niet gevonden,Brancheorganisatie bouw met nieuwsartikelen over verzuimpreventie en werkstress.,bouw HR blog Nederland verzuim,WebSearch,A
189,menzis.nl,C7,3,0.525,HIGH (DR 60+),estimated,2025,https://www.menzis.nl/zorgverzekering-2026,Menzis zorgverzekering 2026: wat verandert er voor jou?,werkgever,Verzekerden en zakelijke klanten (werkgevers met collectieve polissen); vitaliteit/bedrijfszorg.,Hoge DR en werkgevers-vitaliteitsspoor; toegang voor gastauteurs is in praktijk lastig vanwege corporate redactie.,Vitaliteit voor en na de polis: wat werkgevers kunnen doen aan zenuwstelsel-regulatie buiten verzekeraarsschema's.,geen info gevonden,niet gevonden,Menzis Zakelijk publiceert blogs over leefkracht en vitaliteit voor werkgevers.,Menzis werkgever vitaliteit blog,WebSearch,A
190,xperthr.nl,C1|C13,3,0.525,HIGH (DR 60+),estimated,niet gevonden,niet gevonden,niet gevonden,HR,"HR-juristen, HR-managers en compliance-professionals (Brightmine NL, voorheen XpertHR).",Sterke HR-autoriteit (rebranded Brightmine) maar grotendeels betaalde-content-platform met beperkte open redactie; weinig zichtbare gastauteursroute.,Juridisch-praktische invalshoek: hoe HR-juristen werkgevers helpen verzuim te reduceren via zenuwstelsel-onderbouwde preventie.,pitch via redactie,niet gevonden,Online HR-kennisplatform met juridische updates en HR-publicaties; eigen persberichtensectie.,XpertHR kennisplatform,WebSearch,D
191,aofondsrijk.nl,C9,3,0.525,MEDIUM (DR 30-60),estimated,2026,https://www.aofondsrijk.nl/artikel/tournee-gesprek-ambtenaar-anno-nu-2026/,Tournee gesprek Ambtenaar Anno Nu 2026,HR,"Rijksambtenaren, HR- en O&O-professionals in de rijksoverheid die zich bezighouden met duurzame inzetbaarheid en welzijn.","Sterk thematisch passend (duurzame inzetbaarheid, menstruatie/overgang, mentale gezondheid bij rijksoverheid), maar overheidsfonds publiceert vooral eigen content; gastruimte onduidelijk.",Zenuwstelsel-regulatie als handvat voor leidinggevenden binnen het Rijk om verzuim en uitval te voorkomen bij medewerkers in een veranderende ambtenarencontext.,geen info gevonden,niet gevonden,A+O fonds Rijk met content over werkplezier en duurzame inzetbaarheid bij rijksoverheid.,A&O fonds Rijk blog,WebSearch,C
192,bedrijvenconsultant.nl,C5,3,0.525,MEDIUM (DR 30-60),estimated,2026-01,https://bedrijvenconsultant.nl/beste-werkgevers-van-nederland/,Beste Werkgevers Van Nederland [2026 Update],ondernemer,"Ondernemers en MKB-eigenaren die zoeken naar reviews, tools en lijstjes rondom ondernemerschap.","Veel content over werkgeverschap en best-employers lijsten; potentieel kanaal voor ondernemer-georienteerde verzuimcontent, maar SEO-affiliate stijl.",Waarom slimme MKB-werkgevers in 2026 inzetten op zenuwstelsel-regulatie als competitive advantage voor talentbehoud.,gastauteur netwerk,niet gevonden,Consultancy-blog met overzichten en gastblog-traditie,"""ondernemer.nl"" OR ""ikgastarten"" OR ""deondernemer.nl"" gastblog",WebSearch,C
193,bluevi.com,C10,3,0.525,MEDIUM (DR 30-60),estimated,2026,https://bluevi.com/evenementen/webinar-bluevi/,Op zoek naar een passende verzuimapplicatie? (webinars mei/juni 2026),HR,"Werkgevers, arbo- en HR-professionals die Visma Verzuim/BlueVi gebruiken of overwegen.",Vendor-blog over verzuimsoftware; bereikt arbo/HR-publiek maar content is vooral product-georienteerd; gastauteurschap onduidelijk.,Data uit verzuimsoftware combineren met inzicht in zenuwstelsel-regulatie om vroegsignalen van burn-out te herkennen.,geen info gevonden,niet gevonden,BlueVi blog over verzuimsoftware-keuzes voor werkgevers,verzuimsoftware blog Nederland werkgever,WebSearch,C
194,coachingfederation.nl,C8,3,0.525,MEDIUM (DR 30-60),estimated,2026,https://www.coachingfederation.nl/,ICF Netherlands 20-year anniversary 18 September 2026,coach,"Professionele coaches in Nederland, opleiders en HR/L&D-professionals die coaching inkopen.",Beroepsverenigingsplatform met sterke coachdoelgroep maar weinig redactionele blogcontent zichtbaar; secundair kanaal naast vakbladen.,Zenuwstelsel-kennis als next-level coachinstrument voor ICF-coaches die met executive stress en burn-out werken.,geen info gevonden,niet gevonden,ICF Netherlands chapter met blog over coachingvakgebied en professionele standaarden.,coach federatie Nederland blog,WebSearch,D
195,employes.nl,C5,3,0.525,MEDIUM (DR 30-60),estimated,2026,https://employes.nl/blog/wat-is-modaal-inkomen-in-2026/,Modaal inkomen 2026: uitleg & bedragen | Employes,HR,MKB-ondernemers en HR-medewerkers die salaris- en personeelsadministratie automatiseren.,MKB HR-software met blog over personeelsbeleid; content is overwegend administratief/wetgeving — passend maar geen evidente open call.,Slim verzuim voorkomen in MKB: zenuwstelselregulatie als preventielaag onder salaris- en HR-processen.,geen info gevonden,niet gevonden,Salaris en HR-software voor MKB met blog over personeelsbeleid,MKB platform Nederland gastartikel HR,WebSearch,F
196,hoorayhr.io,C1|C16|C5,3,0.525,MEDIUM (DR 30-60),estimated,2026,https://www.hoorayhr.io/de/blog/,HoorayHR blog (2026 content overzicht),HR,"MKB-werkgevers en HR-medewerkers die een HR-platform gebruiken voor verlof, verzuim en personeelsadministratie.",MKB-HR-platform met sterk content-team; veel content is echter Duits/regelgevingsgericht; thema verzuim wel passend maar gastbijdrage-kans onduidelijk.,Verzuimpreventie bij MKB: zenuwstelsel-regulatie als toegankelijke tool voor leidinggevenden zonder eigen HR-afdeling.,geen info gevonden,niet gevonden,All-in-one HR software voor MKB met verzuim/verlof content en blog.,verzuim platform HR,WebSearch,C
197,zorgkrant.nl,C7,3,0.525,MEDIUM (DR 30-60),estimated,2025,https://zorgkrant.nl/arbeid-cao/19633-onderhandelingsresultaat-bereikt-over-een-nieuwe-cao-ggz,Onderhandelingsresultaat bereikt over een nieuwe cao ggz,zorgprof,"Zorgmedewerkers, HR en bestuurders in de zorg; nieuws over cao, verzuim en beleid.","Nieuwsplatform zorg met cao-/verzuim-content; thematisch relevant, redactie overwegend nieuws- niet opinie-gericht.",Verzuim in de GGZ: waarom zenuwstelsel-regulatie het ontbrekende deel van de nieuwe cao zou moeten zijn.,pitch via redactie,niet gevonden,Vakmedium zorg met nieuwsartikelen over verzuim en cao.,vernet verzuim benchmark zorg,WebSearch,A
198,hr24.nl,C1,3,0.525,LOW (DR <30),estimated,2026-04-15,https://hr24.nl/hr-professionals/,HR-meetings/trainingen voorjaar 2026,HR,HR-professionals en werkgevers in Noord-Nederland (Groningen/Drenthe/Friesland).,Regionaal HR-netwerk met events en bijdragen; minder een blog dan een community-platform; niche relevant voor outreach in Noord-NL.,Zenuwstelsel-regulatie als praktische HR-toolkit voor MKB-werkgevers in het Noorden — case bij regionale event-spreker.,gastauteur netwerk,niet gevonden,Regionaal HR-netwerk Noord-Nederland met trainingen en kennisdeling.,expertbijdrage HR,WebSearch,D
199,werktijden.nl,C16,3,0.525,LOW (DR <30),estimated,2026,https://werktijden.nl/blog/eindejaarsuitkering,Alles wat je moet weten over de eindejaarsuitkering (2026),HR,"Werkgevers, HR-medewerkers en werknemers die HR-administratie en planningsoplossingen gebruiken.",Actieve NL HR-blog met SEO-gedreven content over arbeidsvoorwaarden; gastexpert mogelijk voor stress/welzijn-thema's maar primair administratief.,Werktijden en zenuwstelselherstel: roosters en pauzes die echt herstel mogelijk maken.,pitch via redactie,niet gevonden,Software/HR-platform met blog over werkstress en planning.,werkstress blog,WebSearch,F
200,verzuimdynamiek.nl,C4,4,0.515,LOW (DR <30),estimated,2026-01-08,https://verzuimdynamiek.nl/met-preventie-voorkom-je-verzuim/,Met preventie voorkom je verzuim,arbo,"Werkgevers, HR en casemanagers met thema's preventie, verzuim en re-integratie.","Hoge inhoudelijke fit (preventie, verzuim, ontregeling); kleine site maar zeer gerichte doelgroep.",Voor casemanagers en HR: van verzuimcijfers naar zenuwstelsel-werk als bewezen preventiestrategie.,geen info gevonden,niet gevonden,Verzuimspecialist met blog over preventie en time-out programma's.,preventie werknemer blog,WebSearch,A
201,depsycholoog.nl,C11,3,0.51,MEDIUM (DR 30-60),estimated,2025-06-02,https://www.depsycholoog.nl/internal-family-systems-ifs/,Internal Family Systems (IFS): de zachte weg naar transformatie,psycholoog,"Mensen met psychische klachten en geinteresseerden in therapie/coaching, plus psychologen.",Inhoudelijke psychologie-blog die polyvagaal-/IFS-content publiceert; thematisch sterk maar B2C i.p.v. HR.,Zenuwstelsel-regulatie als praktische brug tussen client en werkvloer: wat psychologen en HR samen kunnen doen bij burn-out.,pitch via redactie,niet gevonden,Psychologenplatform met artikelen rol werkgever bij burn-out.,psycholoog blog werkgever Nederland burn-out,WebSearch,A
202,ondernemersbelang.nl,C16,3,0.51,MEDIUM (DR 30-60),estimated,2025-2026,https://www.ondernemersbelang.nl/nieuws/digitale-zichtbaarheid-in-2025-wat-werkt-nog-cht-en-wat-brengt-2026/,Digitale zichtbaarheid in 2025: wat werkt nog echt en wat brengt 2026?,ondernemer,MKB-ondernemers en directeuren in Nederlandse regio's; mix van fiscaal/marketing/HR-content.,Sterk MKB-medium met regionale spreiding; bekend om sponsored/gastauteurscontent maar weinig zichtbare welzijn-content in search.,Mentaal welzijn als concurrentievoordeel voor MKB-ondernemers: zenuwstelsel-regulatie als praktische pijler.,pitch via redactie,niet gevonden,Ondernemersmedium met regiocontent over werknemerswelzijn en ergonomie.,ergonomie mentaal welzijn,WebSearch,D
203,loi.nl,C13,2,0.505,HIGH (DR 60+),estimated,2026,https://www.loi.nl/blog/dit-zijn-de-best-betaalde-mbo-banen-in-2026,Best betaalde MBO-banen in 2026 | LOI,HR,Werkenden en studenten die HBO/MBO-opleidingen volgen — HRM-deeltijdstudenten en doorgroeiers.,Hoge autoriteit maar primair opleidingenmarketing-blog; geen evidente gastauteurs of vakredactie voor HR-experts.,Vitaliteit en zenuwstelselregulatie voor lerende werkenden — preventie van studie-burn-out.,geen info gevonden,niet gevonden,LOI HRM-master - opleider met content over HRM.,master HRM blog Nederland onderzoek werk,WebSearch,F
204,rabobank.nl,C5,2,0.505,HIGH (DR 60+),estimated,2026,https://www.rabobank.nl/bedrijven/groei/nieuwe-wetten-regels-2026-ondernemers,Nieuwe wetten en regels in 2026 voor ondernemers,ondernemer,"Zakelijke klanten Rabobank: zzp'ers, MKB-ondernemers en directeuren.",Topautoriteit maar redactionele content vrijwel uitsluitend door eigen Rabobank-experts; gastauteurs onwaarschijnlijk via reguliere route.,Niet primair — gastauteurschap lijkt gesloten; eventueel via PR/partner-traject als kennispartner van Rabobank-ondernemers-event.,geen info gevonden,niet gevonden,Rabobank ondernemers-portaal met content over verzuim en personeel,ondernemers blog Nederland verzuim,WebSearch,D
205,bouwenuitvoering.nl,C15,2,0.505,MEDIUM (DR 30-60),estimated,2026,https://bouwenuitvoering.nl/politiek_en_economie/metaal-en-techniek-cao-krijgt-nieuwe-impuls/,Metaal en Techniek CAO krijgt nieuwe impuls,werkgever,"Bouw- en infraprofessionals, ondernemers en uitvoerders die branche-, CAO- en arbeidsmarktnieuws volgen.","Vakblad bouw/infra focust op CAO, verduurzaming en projecten — weinig HR/burn-out content, maar er is een werkgever-publiek.",Werkstress en uitval in fysiek-belastende bouwsector: hoe leidinggevenden zenuwstelsel-signalen vroeg kunnen opvangen.,pitch via redactie,niet gevonden,Vakblad bouw infra techniek met artikelen over branche en personeel.,Goedopgeleidpersoneel bouw infra,WebSearch,B
206,fmtgezondheidszorg.nl,C12,2,0.505,MEDIUM (DR 30-60),estimated,2026,https://fmtgezondheidszorg.nl/interclean-2026-goede-zorg-begint-bij-een-schone-omgeving/,Interclean 2026: goede zorg begint bij een schone omgeving,zorgprof,"Zorgmanagement, FM en techniek in zorginstellingen; technologie-, huisvesting- en innovatie-thema's.",Vakblad zorg-FM/techniek; mentale gezondheid is randonderwerp en doelgroep is meer faciliteit dan HR/welzijn.,Werkomgeving en zenuwstelsel: hoe gebouw en planning verzuim onder zorgmedewerkers verlagen.,pitch via redactie,niet gevonden,Crossmediaal kennisplatform technologie en huisvesting in zorg B2B.,zorgmagazine vakblad B2B Nederland,WebSearch,A
207,politiebond.nl,C7,2,0.505,MEDIUM (DR 30-60),estimated,2026,https://politiebond.nl/de-ene-cao-verbetering-na-de-andere-in-2026/,De ene cao-verbetering na de andere in 2026,werkgever,"Politiemedewerkers (NPB-leden) die informatie zoeken over CAO, IKB, vitaliteitsbudget en rechtspositie.","Vakbondsite voor leden (politie), wel vitaliteitsbudget-content — gastauteurs extern ongebruikelijk, beperkt buiten sector.",Hoe politiemedewerkers hun vitaliteitsbudget benutten voor zenuwstelsel-regulatie na traumatische incidenten.,pitch via redactie,niet gevonden,Vakbondsite politie met content over inkomensbescherming en vitaliteit.,inkomensverzekeraar blog werkgever,WebSearch,B
208,oprijk.nl,C4,3,0.495,MEDIUM (DR 30-60),estimated,2025-12-04,https://www.oprijk.nl/actueel/nieuws/2025/12/04/nieuwe-werkwijze-per-1-januari-2026-voor-aanvragen-en-registreren-van-zorgverlof,Nieuwe manier om zorgverlof te registreren vanaf 1 januari 2026,HR,"HR en rijksambtenaren bij de Rijksoverheid (O&P Rijk); arbeidsvoorwaarden, loopbaan en zorgverlof.",Rijksoverheid HR-platform; doelgroep relevant maar redactioneel beperkt tot Rijks-arbeidsvoorwaarden en bestuurlijke updates.,Burn-out bij ambtenaren: zenuwstelsel-tools voor leidinggevenden binnen de Rijksoverheid.,geen info gevonden,niet gevonden,Bedrijfszorg-platform met content over vitaliteit en mentale gezondheid.,vitaliteit werkgever blog,WebSearch,A
209,bentlie.nl,C9,3,0.495,LOW (DR <30),estimated,2026-03-27,https://www.bentlie.nl/blog/duurzame-inzetbaarheid-vragen-voorbeeld,Duurzame inzetbaarheid meten? Gebruik deze voorbeeldvragen,HR,HR-professionals en directie die medewerkerstevredenheid en duurzame inzetbaarheid willen meten en verbeteren.,Sterke thematische overlap met duurzame inzetbaarheid; kleine commerciele site dus link-waarde beperkt maar HR-doelgroep correct.,Hoe zenuwstelsel-regulatie de scores op duurzame inzetbaarheid en bevlogenheid concreet verhoogt — meetbare invalshoek voor MTO's.,geen info gevonden,niet gevonden,Adviesbureau met kennisartikelen over duurzame inzetbaarheid.,SER blog werkgever Nederland,WebSearch,D
210,care4careers.nl,C16,3,0.495,LOW (DR <30),estimated,2026-04-02,https://www.care4careers.nl/kenniscentrum/re-integratie-tweede-spoor/start-reintegratie-2e-spoor,Startmoment tweede spoor: wanneer begint het?,arbo,"Werkgevers en werknemers in re-integratie 2e/3e spoor, plus casemanagers en HR.","Actief kenniscentrum re-integratie; relevant thema (langdurig verzuim, burn-out) maar overwegend juridisch/procedureel.",Re-integratie tweede spoor en zenuwstelsel-herstel: waarom puur protocol leidt tot terugval bij burn-out.,geen info gevonden,niet gevonden,Re-integratiebureau met kenniscentrum over casemanagement.,casemanager re-integratie,WebSearch,A
211,eprom.nl,C15,3,0.495,LOW (DR <30),estimated,2025-11-05,https://eprom.nl/werkdruk-en-burn-out-klachten/,Werkdruk en burn-outklachten: de volgende pandemie?,HR,"Werkgevers, HR en CAO-onderhandelaars die werkdruk- en burn-outtrends volgen in CAO-context.",Blog publiceert burn-out/werkdruk-content gericht op werkgever-CAO-context — past thematisch maar lage autoriteit.,Werkdruk + zenuwstelsel: hoe CAO-afspraken concreet worden via zenuwstelsel-bewust werkbeleid.,pitch via redactie,niet gevonden,Bedrijf met blog over werkdruk en burn-outklachten als pandemie.,FNV werkgever blog,WebSearch,B
212,veldhuisadvies.nl,C4|C5,3,0.495,LOW (DR <30),estimated,2026-02-18,https://veldhuisadvies.nl/blog/het-voorbehoud-van-financiering-is-geen-vrijbrief,Financiele en arbeidsadvies-blog 2025-2026,werkgever,"Particulieren, MKB-ondernemers en HR; financieel-, AOV- en pensioenadvies en goed werkgeverschap.","Adviesbureau met goed-werkgeverschap-content en AOV; thematisch raakvlak met verzuim, geen sterke welzijn/burn-out-hoek.",Goed werkgeverschap betekent zenuwstelsel-bewustzijn: hoe MKB-ondernemers premies verlagen door preventie.,geen info gevonden,niet gevonden,Adviesblog met focus op vitaliteit en duurzame inzetbaarheid voor werkgevers.,vitaliteit werkgever blog,WebSearch,A
213,werkreturn.nl,C9,3,0.495,LOW (DR <30),estimated,2026-03-09,https://werkreturn.nl/re-integreren-80-100-arbeidsongeschiktheid/,Re-integreren met 80–100% arbeidsongeschiktheid,HR,"Werkgevers, HR en casemanagers die werknemers met arbeidsongeschiktheid via spoor 1 of 2 willen re-integreren.",Re-integratiebureau met inhoudelijke blog rond spoor 2 en arbeidsongeschiktheid; thematische match maar smal publiek.,Spoor 2 re-integratie: hoe zenuwstelsel-bewuste begeleiding de slagingskans verhoogt.,geen info gevonden,niet gevonden,Re-integratiebureau met content over arbeidsongeschiktheid.,UWV Perspectief artikel werkgever,WebSearch,E
214,hogeschoolrotterdam.nl,C13,2,0.49,HIGH (DR 60+),estimated,2025-2026,https://www.hogeschoolrotterdam.nl/opleidingen/bachelor/human-resource-management/voltijd/,Voltijd bachelor opleiding Human Resource Management,HR,"HRM-studenten, docenten en HRM-praktijkonderzoekers binnen Hogeschool Rotterdam.","Hoge autoriteit (HBO), HRM-opleiding aanwezig, maar inhoudelijke blog/gastauteur-kanalen voor externe experts ongebruikelijk.",Gastcollege of onderzoeksbijdrage over zenuwstelsel + HRM-praktijk voor studenten en lectoraten.,pitch via redactie,niet gevonden,Hogeschool Rotterdam met HRM-opleiding en nieuwskanalen.,Hogeschool Rotterdam HRM blog,WebSearch,B
215,visma.com,C10,2,0.49,HIGH (DR 60+),estimated,2025-2026,https://community.visma.com/t5/Nieuws-YouServe/Jaarovergang-2025-2026/ba-p/749557,Jaarovergang 2025-2026,HR,HR/salaris-administrators die Visma Youforce/YouServe gebruiken; vooral product-/release-content.,Hoge DR maar content is vooral product-documentatie/release-notes in community-portal — weinig redactionele gast-content voor zenuwstelsel-thema.,Voor HR-administrators: meetbare HR-data (verzuim) en de rol van zenuwstelsel-interventies in trendrapporten.,pitch via redactie,niet gevonden,Visma blog (NL) met content over digitale HR en hybride werken,"""Visma Raet"" blog gastauteur HR",WebSearch,B
216,blog.vebego.nl,C4,2,0.475,MEDIUM (DR 30-60),estimated,2026-05,https://blog.vebego.nl/,Facilitaire trends in 2026,werkgever,Facility managers en werkgevers die over schoonmaak/facility en vitaliteit van eigen medewerkers lezen.,Corporate blog vooral over facility en eigen diensten — vitaliteit zit erin maar niche werkgever-doelgroep en gastauteurs ongebruikelijk.,Zenuwstelsel-regulatie als preventie bij fysiek-belastend werk in schoonmaak/facility — relevant voor HR in deze sectoren.,geen info gevonden,niet gevonden,Corporate blog van facilitair bedrijf met vitaliteitstips voor medewerkers.,vitaliteit werkgever blog,WebSearch,B
217,bpsw.nl,C12,2,0.475,MEDIUM (DR 30-60),estimated,2026-01-15,https://www.bpsw.nl/actueel/nieuw-expertiseprofiel-opbouwwerk-waarom-het-nodig-is-en-wat-het-betekent/,Nieuw Expertiseprofiel Opbouwwerk,zorgprof,Sociaal werkers en jeugdzorg-professionals binnen de Beroepsvereniging.,"Sterke autoriteit binnen sociaal werk, maar doelgroep is sociaal werkers (niet HR/werkgever); thema verzuim/burn-out wel relevant voor de beroepsgroep zelf.",Zenuwstelsel-regulatie als zelfzorgtool voor sociaal werkers die zelf hoog verzuim- en burn-outrisico kennen.,pitch via redactie,niet gevonden,Beroepsvereniging Sociaal Werk met vakblad - sociaal-werk context.,Zorg en Welzijn vakblad publicatie auteur,WebSearch,C
218,metaalunie.nl,C15,2,0.475,MEDIUM (DR 30-60),estimated,2026-01,https://metaalunie.nl/Actueel/Nieuws/Detail/voortzetting-rvu-regeling-per-1-januari-2026,Voortzetting RVU-regeling per 1 januari 2026,werkgever,MKB-werkgevers in de maakindustrie/metaal die brancheinformatie en CAO/HR-content volgen.,"Brancheorganisatie met focus op CAO/RVU/DI — gastartikel over zenuwstelsel zelden, hoewel doelgroep MKB-werkgevers wel relevant is.",Duurzame inzetbaarheid in de maakindustrie: zenuwstelsel-regulatie tegen vroegtijdig uitval en RVU-claims.,pitch via redactie,niet gevonden,Brancheorganisatie MKB-maakindustrie met content over goed werkgeverschap en HR.,Metaalunie FME industrie werkgever,WebSearch,B
219,jobport.nl,C2,2,0.475,LOW (DR <30),estimated,2026-03-23,https://www.jobport.nl/nieuws/2026/03/23/ai-employability-intelligence-2026/,Hoe we AI in 2026 naar de werkvloer brengen,arbo,"Loopbaan-, re-integratie- en arbeidsdeskundige professionals die met SaaS-platform werken voor matching en diagnose.","SaaS-platform met focus op AI en matching — content vooral product-update en B2B-focus, beperkte ruimte voor zenuwstelsel-gastartikel.",Hoe re-integratiecoaches met zenuwstelsel-data het AI-profiel verrijken bij langdurig psychisch verzuim.,pitch via redactie,niet gevonden,Platform voor loopbaan/verzuim/re-integratie diagnose en matching.,verzuim platform schrijven,WebSearch,B
220,arbeidspsychologenmiddennederland.nl,C16,4,0.47,LOW (DR <30),estimated,2025-07-23,https://arbeidspsychologenmiddennederland.nl/,Polyvagaal theorie in werkcontext (blogpost juli 2025),psycholoog,Werknemers en werkgevers die arbeidspsychologische begeleiding zoeken; vakgenoten in arbeidspsychologie.,"Inhoudelijk zeer sterk passend (polyvagaal in werkcontext is exact het thema), maar kleine praktijksite — peer-context, mogelijk samenwerking ipv gastartikel.",Polyvagale theorie als praktisch kader voor HR en leidinggevenden: van diagnose naar interventie bij dreigend verzuim.,geen info gevonden,niet gevonden,Arbeidspsychologen met blog over polyvagaal theorie in werkcontext.,polyvagaal blog werkgever,WebSearch,C
221,empowr.nl,C2,4,0.47,LOW (DR <30),estimated,2025-05-26,https://www.empowr.nl/en,Empowr - Your partner in reducing sick-leave,HR,"HR, leidinggevenden en werkgevers die ziekteverzuim willen verlagen via burn-out preventie.","Sterke thematische overlap (burn-out, werkstress, verzuim, leidinggevenden); beperkt bereik maar perfecte fit voor gastartikel.",Verzuim halveren door zenuwstelsel-regulatie: 3 concrete oefeningen voor leidinggevenden om burn-out te voorkomen.,geen info gevonden,niet gevonden,Platform voor stress- en burn-outpreventie met manager-content.,burn-out werkstress verzuim,WebSearch,A
222,aenowaterschappen.nl,C9,3,0.465,MEDIUM (DR 30-60),estimated,2025,https://www.aenowaterschappen.nl/activiteiten/hr-monitor-sector-waterschappen,HR-monitor sector waterschappen,HR,HR-professionals en bestuurders in de Nederlandse waterschapsector met focus op duurzame inzetbaarheid en psychosociale arbeidsbelasting.,Sectorspecifiek A&O-fonds met thema's psychologische veiligheid en duurzame inzetbaarheid; relevant maar geen open gastauteur-call zichtbaar.,Zenuwstelsel-regulatie als preventieve interventie voor psychosociale arbeidsbelasting en verzuim binnen waterschappen.,geen info gevonden,niet gevonden,A&O fonds Waterschappen met blogs over vitale en wendbare organisaties.,A&O fonds Waterschappen blog,WebSearch,E
223,dotweb.com,C10,3,0.465,MEDIUM (DR 30-60),estimated,niet gevonden,https://dotweb.com/nieuws/visma-verzuim-lanceert-vitaliteitsplatform/,Visma Verzuim lanceert vitaliteitsplatform,arbo,"Werkgevers, arbodiensten en bedrijfsartsen die Visma Verzuim software gebruiken voor verzuimmanagement.","Marktleider verzuimsoftware (3,5 mln werknemers) met blog + nieuws; sterk bereik bij doelgroep, maar gastauteur-traditie onduidelijk.",Hoe verzuimdata interpreteren door bril van zenuwstelsel-regulatie: van symptoom-tracking naar oorzaak-interventie.,pitch via redactie,niet gevonden,Dotweb blog over inrichting van verzuimsoftware,verzuimsoftware blog Nederland werkgever,WebSearch,C
224,evr.nl,C4,3,0.465,LOW (DR <30),estimated,2026,https://evr.nl/nieuws/ziekteverzuim-2026-werkgever/,Ziekteverzuim in 2026: zo krijgt u als werkgever weer grip op verzuim,werkgever,"Werkgevers, MKB-ondernemers en particulieren die advies zoeken over verzekeringen, pensioenen en verzuim.",Heeft directe 2026-content over ziekteverzuim voor werkgevers; verzekeringsadvieskantoor met actuele blog maar kleiner platform.,"Wat werkgevers in 2026 moeten weten over zenuwstelsel-regulatie als verzuimaanpak, naast verzuimverzekeringen.",geen info gevonden,niet gevonden,Adviesbureau met nieuwsblog over verzuim en mentaal welzijn.,mentaal welzijn werkvloer,WebSearch,D
225,mettom.nl,C2,3,0.465,LOW (DR <30),estimated,2026,https://mettom.nl/blog/ziekteverzuim-welke-risicos-loop-je-bij-een-zieke-medewerker,Ziekteverzuim: risico's voor werkgevers (geupdate 2026),werkgever,"MKB-werkgevers die payroll, HR-dictionary en juridische uitleg zoeken; geen arbodienst maar payroll-provider.",Payroll-bedrijf met HR-woordenboek en blog; thematisch raakt verzuim en werkgeverslasten; matig fit qua zenuwstelsel-thema maar bereik bij MKB-werkgevers.,Kosten van verzuim verlagen: zenuwstelsel-regulatie als preventietool die direct invloed heeft op werkgeverslasten.,geen info gevonden,niet gevonden,Arbodienst-blog over verplichtingen voor werkgevers.,arbodienst werkgever blog,WebSearch,C
